Url,Status,Name,Organisation,Address,City,State,Zip Code,Country,E-mails,Domain,Alexa Rank,Registrar
https://www.google.co.in/?gws_rd=cr&ei=ulw1UsXLK66OiAeDv4GQBQ,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,72,Not Found
http://ww17.login-appleid.apple.com.alert-wode.com/		,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://www.healthifyme.com/blog/height-weight-chart-ideal-weight-for-men-and-women/,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,36973,Not Found
https://fitbitehealth.com/gluco-neuro-reviews,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,3105073,Not Found
http://bcpzonasegurabeta-viabcp-com.edohibachi.net/m/,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,6167870,Not Found
https://stackoverflow.com/questions/65758102/no-module-name-sklearn-ensemble-forest,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,44,Not Found
https://fitbitehealth.com/gluco-neuro-reviews,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,9318739,Not Found
http://support.facebook.com-uuynqiyacp.tekhencorp.com/,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://lineupnow.com/event/full-watch-power-seaso,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,434794,Not Found
https://www2.amazon.co.jp.hfdfdvjyukgfdg45nnk096mjm.xyz/,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://www.youtube.com/,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,2,Not Found
https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,1,Not Found
https://www2.amazon.co.jp.hfdfdvjyukgfdg45nnk096mjm.xyz/,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://ww17.login-appleid.apple.com.alert-wode.com/	,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://i8tyeioep-p-odiuusiisp.weebly.com/,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://142.4.25.59/~fillemeipq/xx/2f569/,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://www.dhilloncraneservice.com/.well-known/bankofamerica.com/,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://www.youtube.com/,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,2,Not Found
https://web.telegram.org/k/,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,64,Not Found
http://www.dhilloncraneservice.com/.well-known/bankofamerica.com/,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://www.dhilloncraneservice.com/.well-known/bankofamerica.com,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://alr-prazdnik.ru/wordpress/wp-content/plugins/freedom/x/citii/,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://community.ebay-buyercentral.x12.312.rf.gd/x20/,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,14357,Not Found
https://www.irctc.co.in/nget/train-search,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,370,Not Found
http://ord-amazsn.com ,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
